t,step,pos_left_hip_yaw,pos_left_hip_roll,pos_left_hip_pitch,pos_left_knee,pos_left_ankle,pos_neck_pitch,pos_head_pitch,pos_head_yaw,pos_head_roll,pos_right_hip_yaw,pos_right_hip_roll,pos_right_hip_pitch,pos_right_knee,pos_right_ankle,vel_left_hip_yaw,vel_left_hip_roll,vel_left_hip_pitch,vel_left_knee,vel_left_ankle,vel_neck_pitch,vel_head_pitch,vel_head_yaw,vel_head_roll,vel_right_hip_yaw,vel_right_hip_roll,vel_right_hip_pitch,vel_right_knee,vel_right_ankle,action_left_hip_yaw,action_left_hip_roll,action_left_hip_pitch,action_left_knee,action_left_ankle,action_neck_pitch,action_head_pitch,action_head_yaw,action_head_roll,action_right_hip_yaw,action_right_hip_roll,action_right_hip_pitch,action_right_knee,action_right_ankle,target_left_hip_yaw,target_left_hip_roll,target_left_hip_pitch,target_left_knee,target_left_ankle,target_neck_pitch,target_head_pitch,target_head_yaw,target_head_roll,target_right_hip_yaw,target_right_hip_roll,target_right_hip_pitch,target_right_knee,target_right_ankle,contact_l,contact_r,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,proj_grav_x,proj_grav_y,proj_grav_z,phase_cos,phase_sin
0.2921,10,0.0030679617,0.035281558,0.9679419,-1.5707964,0.56297094,0.5236,0.5236,0.0,0.0,-0.010737865,-0.0061359233,0.877437,1.6352235,-0.62739813,0.33573154,-0.35971236,0.14388494,0.21582742,0.04796165,0.0,0.0,0.0,0.0,-0.35971236,-0.0959233,0.0,-0.6235014,0.6714631,0.40758038,0.55867684,0.59713036,-0.29100823,0.06625653,-0.15232238,0.097285315,0.24350327,-0.13460524,-0.43026775,0.2662128,-0.41605988,-0.76148677,0.684188,0.05810845,0.0642621,1.014769,-1.5185112,0.69533634,0.5236,0.5236,0.0,0.0,-0.063055664,0.0067548463,0.85364485,1.5031335,-0.59617025,1.0,1.0,-0.1407171709420428,0.5094179754258449,0.34470252726888007,-4.34,-2.3,11.05,0.3589007,0.19020082,-0.91379094,-0.6862416,0.72737366
0.3120,11,0.01840777,0.035281558,0.9664079,-1.5784662,0.56297094,0.5236,0.5236,0.0,0.0,-0.023009712,-0.0015339808,0.8713011,1.6214176,-0.6181943,0.3117507,-0.28776988,0.0959233,0.4796165,0.07194247,0.0,0.0,0.0,0.0,-0.26378906,0.0,-0.0959233,-0.45563567,0.57553977,0.23671828,1.0099,0.17000622,-0.96034664,0.0038576499,-0.19504984,-0.095046796,-0.046911597,-0.13885918,-0.29596445,0.28410906,-0.23424554,-0.5910587,0.7097737,0.0572969,0.14782727,0.983942,-1.6149112,0.7153476,0.5236,0.5236,0.0,0.0,-0.068909846,0.028303813,0.86136234,1.4827743,-0.58224475,1.0,1.0,0.24107360293171679,0.3861540970037454,0.3414300349213907,-1.25,-1.29,9.72,0.12645954,0.13050625,-0.9833494,-0.8354878,0.549509
0.3322,12,0.046019424,0.053689327,0.9771458,-1.592272,0.5645049,0.5236,0.5236,0.0,0.0,-0.049087387,0.015339808,0.8651652,1.5892041,-0.6043884,0.45563567,-0.0959233,0.023980824,0.407674,0.0,0.0,0.0,0.0,0.0,-0.3836932,0.0959233,-0.14388494,-0.5275781,0.4796165,0.09367735,1.0076702,-0.31501234,-0.8302716,0.20201477,-0.21920466,-0.15125008,-0.15234609,-0.26745006,-0.18691948,0.38492396,0.023153074,-0.019044379,0.71267486,0.042505875,0.19774339,0.91694397,-1.691664,0.74717003,0.5236,0.5236,0.0,0.0,-0.061517853,0.051314685,0.89173275,1.5277601,-0.57359934,1.0,1.0,0.519235452468313,0.2585268954516601,0.08726646259971647,0.16,1.43,6.41,-0.0243549,-0.2176719,-0.97571814,-0.9396926,0.34202015
0.3522,13,0.05522331,0.09817477,0.9832817,-1.6122139,0.5798447,0.5236,0.5236,0.0,0.0,-0.06749515,0.033747576,0.8620972,1.5615925,-0.58444667,0.6714631,0.35971236,0.11990412,-0.023980824,0.04796165,0.0,0.0,0.0,0.0,-0.69544387,0.35971236,-0.21582742,-0.8633097,0.5275781,0.37412465,1.1365858,-0.7653115,-0.8487021,0.17118177,-0.1650194,0.08119421,-0.32936642,-0.3039822,-0.12193321,0.25901636,0.12962434,0.13471967,0.680179,0.06167599,0.24058461,0.8317152,-1.7275887,0.7631802,0.5236,0.5236,0.0,0.0,-0.050584037,0.05253045,0.9206021,1.5701281,-0.5716617,1.0,1.0,-0.07744898555724837,-0.02617993877991494,-0.40033489717619936,-1.24,0.98,9.03,0.13526379,-0.106902026,-0.98502576,-0.99323833,0.11609291
0.3721,14,0.05522331,0.15646604,0.95873797,-1.6428934,0.6181943,0.5236,0.5236,0.0,0.0,-0.065961175,0.046019424,0.8697671,1.5600585,-0.57217485,0.7194247,1.0551562,0.0959233,-0.57553977,0.3836932,0.0,0.0,0.0,0.0,-0.7913672,0.57553977,-0.16786577,-1.0071946,0.6474822,0.39771706,0.72718686,-0.8452987,-0.58178514,0.19670251,-0.055650413,0.17190313,-0.31417525,-0.3801158,0.013763037,0.12556012,0.19852978,0.45875004,0.7013099,0.0755373,0.22534949,0.77257925,-1.7224517,0.7753384,0.5236,0.5236,0.0,0.0,-0.03045412,0.039914284,0.9448142,1.6279519,-0.568386,1.0,1.0,-0.7428557628800865,-0.4494222823885398,-0.6512259771503841,-1.41,2.38,7.93,0.16788402,-0.28337872,-0.9441988,-0.99323833,-0.11609291
0.3920,15,0.065961175,0.21475731,0.89584476,-1.678175,0.6826215,0.5236,0.5236,0.0,0.0,-0.053689327,0.05675729,0.89584476,1.5769322,-0.5645049,0.57553977,1.8944851,-0.43165484,-1.0311754,1.0551562,0.0,0.0,0.0,0.0,-0.5275781,0.7194247,0.07194247,-0.7673864,0.69544387,0.3055125,0.8610276,-0.54440916,-0.81891954,0.013884768,0.1356019,0.43955407,-0.391852,-0.29961228,0.06330843,0.040616743,0.279203,0.08244978,0.920986,0.074633636,0.22959244,0.76718664,-1.743083,0.76435155,0.5236,0.5236,0.0,0.0,-0.01342163,0.023850244,0.96740884,1.6250161,-0.544453,1.0,1.0,-1.0090184738092218,0.09926560120717749,-0.5377795757707529,-0.6,-0.97,4.71,0.12381007,0.20015961,-0.971909,-0.9396926,-0.34202015
0.4142,16,0.07823302,0.23776703,0.81607777,-1.7226604,0.7501166,0.5236,0.5236,0.0,0.0,-0.035281558,0.050621364,0.9295924,1.6198837,-0.558369,0.35971236,2.2541974,-1.486811,-1.5107919,1.9904084,0.0,0.0,0.0,0.0,0.0,0.551559,0.57553977,0.04796165,0.57553977,0.39356667,0.40300623,-1.1003498,-0.61361796,0.25548065,0.09536177,0.37135503,-0.448037,-0.3172589,-0.04337425,0.039696407,0.4860021,0.08199669,0.7273272,0.08289685,0.1863361,0.708357,-1.7349316,0.781919,0.5236,0.5236,0.0,0.0,-0.013870403,0.014119788,1.0016456,1.6232094,-0.5494591,1.0,1.0,-0.7526732399225546,0.5323254218582705,-0.3687008044838021,-1.17,0.68,2.82,0.37405398,-0.21739891,-0.901566,-0.8354878,-0.549509
0.4322,17,0.08130098,0.25464082,0.7838642,-1.754874,0.76852435,0.5236,0.5236,0.0,0.0,-0.02147573,0.050621364,0.957204,1.6490294,-0.5445632,0.3836932,2.0623507,-2.32614,-1.7506001,2.422063,0.0,0.0,0.0,0.0,0.43165484,0.33573154,1.0551562,0.7673864,0.4796165,0.31627676,0.5238119,-0.7415285,-0.5550386,0.20563573,0.17038684,0.50391155,-0.48519185,-0.23039629,0.101190194,0.17530392,0.25147545,-0.4129674,1.1225562,0.08012579,0.17246285,0.70894134,-1.7241828,0.787475,0.5236,0.5236,0.0,0.0,0.00031677797,0.021842267,0.99873483,1.5726289,-0.5129398,1.0,1.0,-0.5628686837681712,0.5399612373357457,0.13308135546456762,-2.08,-0.97,11.24,0.18131232,0.08455431,-0.9797839,-0.6862416,-0.72737366
0.4562,18,0.088970885,0.25157285,0.7455147,-1.7717478,0.79306805,0.5236,0.5236,0.0,0.0,-0.015339808,0.050621364,0.9817477,1.6613011,-0.5353593,0.407674,1.2949644,-2.5659482,-1.7026385,2.2302167,0.0,0.0,0.0,0.0,0.57553977,0.04796165,1.3908877,1.2709837,0.43165484,0.3837734,0.46731332,-0.8047439,-0.3295784,0.17763403,0.10552007,0.49591458,-0.4937279,-0.103055954,0.08948329,0.08713241,0.15342641,-0.7951936,1.0621963,0.08521282,0.15848905,0.7029704,-1.6951876,0.7880084,0.5236,0.5236,0.0,0.0,0.007658395,0.017658602,0.9871836,1.504058,-0.49706426,1.0,1.0,-0.7592182246175333,0.6294093615004551,-0.06981317007977318,-4.32,0.96,18.29,0.22957037,-0.051015634,-0.97195417,-0.5,-0.8660254
0.4722,19,0.08743691,0.23623304,0.72403896,-1.7778838,0.799204,0.5236,0.5236,0.0,0.0,-0.009203885,0.050621364,0.9771458,1.6474954,-0.5184855,0.33573154,0.6714631,-2.2302167,-1.3908877,1.7026385,0.0,0.0,0.0,0.0,0.551559,0.0,1.2470028,1.103118,0.5035973,0.6184034,0.6327374,-0.81846577,0.043323968,0.090232305,-0.10811905,0.6428758,-0.3685274,0.22970203,-0.4654554,-0.035513163,0.02014599,-1.3063548,0.64077777,0.111728035,0.16664717,0.6980157,-1.6405002,0.7795883,0.5236,0.5236,0.0,0.0,-0.043430503,0.002883846,0.9669247,1.4117993,-0.5296808,1.0,1.0,-0.4112432050011639,1.2642728769133924,0.6861325621902707,-5.21,-1.28,10.36,0.4465698,0.10971388,-0.88799673,-0.28680325,-0.9579895
0.4922,20,0.09203885,0.21782528,0.7086991,-1.7824857,0.79767,0.5236,0.5236,0.0,0.0,-0.0061359233,0.050621364,0.9679419,1.6229516,-0.49240783,0.21582742,0.0,-1.6546768,-0.93525213,0.9832138,0.0,0.0,0.0,0.0,0.407674,0.0,0.7673864,0.407674,0.6714631,0.4960901,0.64149374,-0.75487477,0.3370473,-0.02711767,-0.16516653,0.5545365,-0.28096583,0.12923998,-0.41470957,-0.028503,-0.26191553,-1.431083,0.41806847,0.115405835,0.17241767,0.70140195,-1.5783154,0.76280123,0.5236,0.5236,0.0,0.0,-0.06900926,-0.0052799922,0.9265633,1.3439713,-0.57152164,1.0,1.0,0.1658062789394613,1.0701049976290233,1.2849986617808251,-2.01,-2.08,7.48,0.25063026,0.25935864,-0.93269366,-0.05814483,-0.9983082
0.5162,21,0.111980595,0.21782528,0.6979613,-1.7886215,0.799204,0.5236,0.5236,0.0,0.0,-0.032213595,0.047553405,0.9526021,1.5876701,-0.47706804,0.21582742,-0.407674,-1.1510795,-0.4796165,0.45563567,0.0,0.0,0.0,0.0,0.11990412,0.0,0.04796165,-0.5275781,0.815348,0.46212357,0.3490426,-0.8266075,0.5249584,-0.06540131,-0.09219791,0.11951255,-0.27374107,-0.15379609,-0.23265164,-0.2196581,-0.1749989,-0.992906,0.34925935,0.11421586,0.14663488,0.6962604,-1.5222135,0.7489006,0.5236,0.5236,0.0,0.0,-0.06615072,-0.029293805,0.9110381,1.3470922,-0.60350704,1.0,1.0,0.028361600344907856,0.5857761302005968,0.8846637646046258,1.32,4.11,9.4,-0.12761252,-0.39733896,-0.90875566,0.17364818,-0.9848077
0.5322,22,0.11811652,0.21322332,0.70102924,-1.7916895,0.79306805,0.5236,0.5236,0.0,0.0,-0.06135923,0.04295146,0.9295924,1.5615925,-0.46786413,0.33573154,-0.45563567,-0.815348,-0.33573154,0.1918466,0.0,0.0,0.0,0.0,-0.26378906,-0.04796165,-0.35971236,-1.0071946,0.8633097,0.66992754,0.8114922,-0.8072277,1.0659623,-0.22822526,-0.44292304,0.3606133,0.06521237,0.40590703,-0.8580757,0.651271,-0.048169333,-0.6549222,-0.30546862,0.13428228,0.17741016,0.6951135,-1.4344518,0.72427785,0.5236,0.5236,0.0,0.0,-0.12697801,0.043390814,0.91440594,1.3827631,-0.6881711,1.0,1.0,-0.5290529295107811,1.026471766329165,0.3414300349213907,-2.33,-2.31,10.16,0.2182335,0.21636024,-0.95161045,0.39607978,-0.9182161
0.5561,23,0.124252446,0.20862138,0.6979613,-1.7993594,0.7746603,0.5236,0.5236,0.0,0.0,-0.07823302,0.030679615,0.9019807,1.5416507,-0.45252433,0.43165484,-0.28776988,-0.3836932,-0.26378906,-0.11990412,0.0,0.0,0.0,0.0,-0.7913672,-0.21582742,-0.8393288,-1.2709837,0.7673864,0.6858542,0.7921504,-0.8565343,1.1851097,-0.30570287,-0.4481762,0.24003299,0.18802446,0.42310628,-0.8112405,1.2072353,-0.09613371,0.07166693,-0.2956159,0.14791478,0.19394115,0.6894946,-1.3698802,0.7017564,0.5236,0.5236,0.0,0.0,-0.15879087,0.13979082,0.9116302,1.4768245,-0.73798424,1.0,1.0,-0.5159629601208237,0.7188574856651644,0.24761858762669547,-2.11,-0.49,10.67,0.19379741,0.045005087,-0.9800087,0.5971586,-0.8021232
0.5719,24,0.13345633,0.20862138,0.6964273,-1.7962915,0.75318456,0.5236,0.5236,0.0,0.0,-0.107378654,0.04295146,0.89124286,1.517107,-0.44485444,0.4796165,-0.1918466,-0.21582742,-0.26378906,-0.35971236,0.0,0.0,0.0,0.0,-1.0791371,-0.21582742,-0.9832138,-1.2470028,0.6474822,1.1367185,0.6815983,-0.92856467,1.1954559,0.09698469,-0.31758103,0.4381005,0.27556592,0.62118685,-0.95746833,1.7614279,-0.5349083,0.8498658,-0.4133525,0.20118073,0.19280452,0.6789203,-1.3301026,0.72851235,0.5236,0.5236,0.0,0.0,-0.19250137,0.23619083,0.8660873,1.5732245,-0.7796458,1.0,1.0,-0.5966844380255614,0.8333947178272924,0.2694352032766246,-4.06,1.42,10.19,0.36706984,-0.12838404,-0.92129105,0.76604444,-0.64278764
0.6080,25,0.1518641,0.21322332,0.6933593,-1.7962915,0.7317088,0.5236,0.5236,0.0,0.0,-0.14572817,0.08283496,0.88203895,1.5094371,-0.4555923,0.45563567,-0.0959233,-0.0959233,-0.14388494,-0.7434055,0.0,0.0,0.0,0.0,-1.2949644,0.07194247,-0.9832138,-1.1510795,0.5035973,1.1976625,0.59058243,-0.8010574,1.1589167,0.30563453,-0.153827,0.4060842,0.3397279,0.647624,-1.0207138,2.1731837,-1.0171939,1.2573701,-0.35362542,0.2392347,0.18302095,0.68532646,-1.3098898,0.76543087,0.5236,0.5236,0.0,0.0,-0.21905221,0.33259082,0.790533,1.6696246,-0.79867,1.0,1.0,-0.47560222116845474,1.2468195843934493,0.07744898555724837,-1.95,0.84,7.2,0.25977358,-0.11190246,-0.95916396,0.89363265,-0.4487992
0.6243,26,0.19481556,0.21322332,0.6841554,-1.7763498,0.72403896,0.5236,0.5236,0.0,0.0,-0.18867964,0.17640778,0.8713011,1.5585245,-0.53075737,0.8393288,0.0,-0.16786577,0.023980824,-0.7913672,0.0,0.0,0.0,0.0,-1.5347728,1.3429261,-0.6235014,-0.3117507,-0.407674,0.6154693,0.37798336,-0.50076014,0.5811112,0.13313746,-0.166697,-0.017420985,0.34469637,0.46074128,-0.9337093,1.9508356,-1.1951563,1.2272563,-0.31617177,0.20384775,0.15589091,0.7191999,-1.3555428,0.7703323,0.5236,0.5236,0.0,0.0,-0.22628228,0.4115336,0.7274042,1.7660246,-0.80633914,1.0,1.0,-0.007635815477475192,0.681769239060285,0.7232208087951503,0.14,0.26,5.81,-0.024065321,-0.04469274,-0.9987108,0.9730449,-0.23061587
0.6440,27,0.22702916,0.20862138,0.6795535,-1.7748158,0.72864085,0.5236,0.5236,0.0,0.0,-0.2162913,0.25464082,0.8528933,1.6076119,-0.60132045,1.1510795,0.023980824,-0.23980825,0.28776988,-0.551559,0.0,0.0,0.0,0.0,-1.5107919,2.3501208,-0.4796165,0.5995206,-1.4628303,1.0370518,0.18549848,-0.2578809,1.1811982,0.42838505,-0.5286624,0.4018603,0.6993331,0.59217644,-1.5001035,1.9732403,-1.9683123,1.272529,-0.66294277,0.22477384,0.120364405,0.7638118,-1.3229258,0.8027979,0.5236,0.5236,0.0,0.0,-0.28725973,0.44008422,0.63100415,1.8485472,-0.8456178,1.0,1.0,0.37960911230876665,1.4486232791552935,0.8453938564347534,-2.72,-3.54,9.38,0.2618359,0.34077173,-0.90294886,1.0,0.0
0.6661,28,0.22702916,0.18867964,0.6964273,-1.7886215,0.7317088,0.5236,0.5236,0.0,0.0,-0.239301,0.3359418,0.799204,1.675107,-0.67341757,1.1510795,-0.11990412,-0.0959233,0.23980825,-0.1918466,0.0,0.0,0.0,0.0,-1.3429261,3.0935264,-0.7434055,1.6067152,-2.4700248,1.5812261,-0.28007305,0.13119261,2.012422,0.7269999,-0.68013,0.6787196,1.3423184,0.39428347,-1.9259855,2.1062362,-2.614575,1.6489147,-1.3766907,0.2917469,0.052491345,0.82948637,-1.2265258,0.85213876,0.5236,0.5236,0.0,0.0,-0.3664344,0.47051418,0.53460413,1.9140198,-0.94055974,1.0,1.0,1.22500296874352,1.8151424220741028,1.4628040793277475,-6.99,-0.45,5.61,0.77890706,0.050144233,-0.6251315,0.9730449,0.23061587
0.6839,29,0.2316311,0.16566992,0.71483505,-1.8008934,0.73784477,0.5236,0.5236,0.0,0.0,-0.26691267,0.39576703,0.73937875,1.7472041,-0.72710687,0.91127133,-0.3836932,0.11990412,0.07194247,-0.04796165,0.0,0.0,0.0,0.0,-1.2470028,3.405277,-1.2709837,2.302159,-2.9016798,1.4147063,-0.71277595,0.42199177,2.542301,0.5391906,-0.5768695,0.64644444,1.5161216,0.14906465,-1.9720418,1.9076644,-2.944545,1.4167591,-1.4690497,0.3152788,-0.03150279,0.897971,-1.1301258,0.8629623,0.5236,0.5236,0.0,0.0,-0.41854483,0.468915,0.43820414,1.9300878,-1.0067608,1.0,1.0,1.7409659288643435,1.3766284475105275,1.6438819892221592,-3.89,-2.07,6.48,0.49640855,0.2641557,-0.8269222,0.89363265,0.4487992
0.7061,30,0.26691267,0.12578642,0.7424467,-1.8177673,0.7317088,0.5236,0.5236,0.0,0.0,-0.33287382,0.44178647,0.65040785,1.837709,-0.796136,0.6474822,-0.8393288,0.551559,-0.407674,0.07194247,0.0,0.0,0.0,0.0,-1.5107919,3.3812962,-2.32614,3.1414878,-3.1175072,1.5422564,-0.28885868,0.87961876,1.9462312,0.803229,-0.35083336,0.4166737,1.8084283,-0.056669414,-2.1003177,1.7949704,-2.8393357,0.47058246,-1.7002034,0.34215292,-0.039507546,0.9848245,-1.0964749,0.8958603,0.5236,0.5236,0.0,0.0,-0.46263868,0.45668608,0.34180415,1.8451109,-1.0695968,1.0,1.0,1.9329521465837198,1.4584407561977615,0.9348419805994627,-4.74,0.28,5.71,0.6382711,-0.037703782,-0.7688878,0.76604444,0.64278764
0.7239,31,0.2960583,0.084368944,0.7869322,-1.834641,0.7317088,0.5236,0.5236,0.0,0.0,-0.3911651,0.45099035,0.58751464,1.9052042,-0.84368944,0.7673864,-1.2709837,0.959233,-0.6235014,0.023980824,0.0,0.0,0.0,0.0,-1.9424467,2.9016798,-3.0455647,3.5971236,-3.0935264,1.1224675,0.34324947,1.1782249,0.96680903,0.55876607,-0.13736822,-0.046780556,1.4802796,-0.40008104,-1.8453196,1.5623271,-2.2697828,-0.363695,-1.8057883,0.3162985,0.01890042,1.0667971,-1.188924,0.8911528,0.5236,0.5236,0.0,0.0,-0.46359518,0.42608437,0.33030325,1.7487109,-1.117857,1.0,1.0,2.4510967682695366,1.22500296874352,1.368992632033052,-2.48,1.35,7.72,0.30169672,-0.16423006,-0.93915266,0.5971586,0.8021232
0.7459,32,0.32060197,0.053689327,0.84368944,-1.8637867,0.72710687,0.5236,0.5236,0.0,0.0,-0.45405832,0.44945636,0.49854377,1.9481556,-0.9035147,1.1750604,-1.6546768,1.5827343,-0.8393288,0.0,0.0,0.0,0.0,0.0,-2.5899289,1.8465234,-3.5971236,3.6450853,-2.9496412,0.9723998,0.9678444,1.0762511,0.28260195,0.4175103,-0.15161604,-0.18777901,1.1549917,-0.5851315,-1.849811,1.4771968,-1.8615093,-0.70622194,-1.8133255,0.2857791,0.11530042,1.1057835,-1.285324,0.8742027,0.5236,0.5236,0.0,0.0,-0.46461824,0.3992103,0.38463098,1.6523108,-1.1475668,1.0,1.0,2.349649505497366,0.6130468997630082,0.9522952731194061,-6.33,3.54,11.07,0.4783044,-0.26748776,-0.83646595,0.39607978,0.9182161
0.7661,33,0.30679616,0.05982525,0.8851069,-1.8852624,0.71330106,0.5236,0.5236,0.0,0.0,-0.47246608,0.44792238,0.41877675,1.9450877,-0.9280584,1.1270987,-1.4628303,1.9904084,-1.0071946,-0.14388494,0.0,0.0,0.0,0.0,-2.6618714,0.8872905,-3.7649894,2.9016798,-2.6618714,1.1300913,1.5859945,0.52077585,-0.08019448,0.31659716,-0.2964442,-0.16871777,0.95437527,-0.48560807,-2.0082033,1.3019613,-1.3891745,-0.8639679,-2.0967047,0.2832366,0.21170041,1.0736277,-1.381724,0.8539414,0.5236,0.5236,0.0,0.0,-0.48107126,0.36556232,0.46446115,1.5559108,-1.1937306,1.0,1.0,2.1402099952580467,1.0482883819790942,0.5126904677733343,-10.22,7.45,12.81,0.5677366,-0.4138589,-0.7116151,0.17364818,0.9848077
0.7839,34,0.28532043,0.08130098,0.92038846,-1.8990682,0.7040972,0.5236,0.5236,0.0,0.0,-0.4709321,0.4371845,0.37735927,1.9312818,-0.9265244,0.551559,-0.959233,2.1582742,-1.0791371,-0.26378906,0.0,0.0,0.0,0.0,-2.182255,0.28776988,-3.7170277,1.8225427,-2.1342933,1.4710987,2.1150439,-0.19148472,-0.585043,0.110672854,-0.46209925,0.15252627,0.6749202,-0.29493538,-1.826795,1.0527191,-1.177235,-0.96135765,-2.292969,0.31581184,0.3081004,0.98310816,-1.478124,0.82119215,0.5236,0.5236,0.0,0.0,-0.47280228,0.32044932,0.5335532,1.4595108,-1.2410553,1.0,1.0,1.088649120931463,1.3362677085581585,-1.4300791558528538,-6.27,2.32,11.98,0.45702463,-0.16910641,-0.87323046,-0.05814483,0.9983082
0.8060,35,0.27765054,0.12885438,0.9679419,-1.9098061,0.6933593,0.5236,0.5236,0.0,0.0,-0.47246608,0.41570878,0.35588354,1.9021362,-0.9188545,-0.1918466,0.14388494,2.1342933,-0.9832138,-0.45563567,0.0,0.0,0.0,0.0,-1.1990412,-0.23980825,-3.1414878,0.35971236,-1.1750604,1.7051873,2.4476323,-0.9778668,-0.91427135,0.14042792,-0.43854126,0.4234737,0.57096344,-0.28430033,-1.8987651,0.5149564,-0.77539146,-1.2973969,-2.7998524,0.35876587,0.4045004,0.88670814,-1.574524,0.80451804,0.5236,0.5236,0.0,0.0,-0.4750379,0.23960525,0.6151928,1.380568,-1.3201385,1.0,1.0,0.8672104720846824,1.7529650674718047,-1.8522306686789822,-5.29,4.7,8.59,0.47532022,-0.42230716,-0.7718338,-0.28680325,0.9579895
0.8282,36,0.29145634,0.20248546,0.9786797,-1.9113401,0.6872234,0.5236,0.5236,0.0,0.0,-0.4693981,0.38042724,0.3420777,1.8729905,-0.9096506,-0.407674,1.2470028,1.918466,-0.7194247,-0.4796165,0.0,0.0,0.0,0.0,-0.407674,-0.6235014,-2.2302167,-0.551559,-0.3117507,1.8423853,2.596378,-1.541699,-1.1698252,0.23183206,-0.31404072,0.83709556,0.21503651,-0.24296235,-1.7163311,0.07286969,-0.63492215,-1.4339097,-2.3471355,0.39825806,0.5009004,0.7903081,-1.6709241,0.8036541,0.5236,0.5236,0.0,0.0,-0.45813587,0.14689012,0.67822343,1.3249497,-1.3223166,1.0,1.0,-0.3959715740462135,1.158462291011236,-1.5227997723650526,-5.38,2.38,8.21,0.5326657,-0.23564023,-0.8128598,-0.5,0.8660254
0.8459,37,0.31293207,0.2699806,0.9403302,-1.9113401,0.6810875,0.5236,0.5236,0.0,0.0,-0.4709321,0.3267379,0.33133984,1.8591847,-0.90658265,-0.07194247,2.1103125,1.2949644,-0.45563567,-0.407674,0.0,0.0,0.0,0.0,-0.11990412,-1.1270987,-1.3908877,-0.959233,0.07194247,2.0650573,2.6671293,-2.2711883,-1.0678996,0.37712014,-0.15230669,1.0213219,0.12200813,-0.25120917,-1.784586,-0.24542922,-0.30139485,-1.6222619,-2.5152278,0.44422057,0.5973004,0.6939081,-1.7673241,0.81766444,0.5236,0.5236,0.0,0.0,-0.45482013,0.059431154,0.74939454,1.2727437,-1.3404326,1.0,1.0,-0.7733990247899872,0.978475211899321,-1.6798794050445423,-6.39,3.69,6.13,0.66611266,-0.3846566,-0.6390095,-0.6862416,0.72737366
0.8663,38,0.3436117,0.3420777,0.874369,-1.9174759,0.6795535,0.5236,0.5236,0.0,0.0,-0.46172822,0.2638447,0.32060197,1.8177673,-0.8989127,0.5035973,2.877699,0.04796165,-0.23980825,-0.3117507,0.0,0.0,0.0,0.0,0.023980824,-1.8225427,-0.8633097,-1.1750604,0.26378906,1.9924232,2.383527,-2.3393373,-0.47955456,0.5880443,-0.0851312,1.2252002,-0.23896362,-0.07630776,-1.2800115,-0.106502034,-0.4181797,-1.119042,-1.5189891,0.46453467,0.6096278,0.5975081,-1.7394307,0.84716314,0.5236,0.5236,0.0,0.0,-0.40237322,0.02084849,0.78041875,1.2917421,-1.2516785,1.0,1.0,-1.8958638999788406,0.8475755179997462,-1.8936822384138474,-4.71,-1.07,5.58,0.6382055,0.14498512,-0.7560906,-0.8354878,0.549509
0.8841,39,0.37122336,0.398835,0.80533993,-1.9251459,0.6948933,0.5236,0.5236,0.0,0.0,-0.4571263,0.21475731,0.3113981,1.7778838,-0.89124286,0.9832138,3.261392,-1.3189453,-0.1918466,-0.16786577,0.0,0.0,0.0,0.0,0.11990412,-2.3741016,-0.6714631,-1.3908877,0.28776988,2.0303676,2.3702004,-2.6123002,-0.46596387,0.6513373,0.02328998,1.1213571,-0.21529187,-0.016091978,-1.4792016,-0.06730931,-0.23019916,-1.3041631,-1.655107,0.4805176,0.6110767,0.50110805,-1.7179748,0.8711916,0.5236,0.5236,0.0,0.0,-0.3908241,0.0016181646,0.81783134,1.2846289,-1.2120378,1.0,1.0,-2.2362031041177346,0.6970408700152353,-1.4431691252428112,-9.06,3.45,7.27,0.74766576,-0.28470716,-0.5999481,-0.9396926,0.34202015
0.9060,40,0.39423305,0.44332045,0.719437,-1.9389517,0.7086991,0.5236,0.5236,0.0,0.0,-0.4310486,0.159534,0.29912627,1.7395343,-0.88357294,1.2470028,3.2374113,-2.733814,-0.28776988,0.16786577,0.0,0.0,0.0,0.0,0.3117507,-2.7098331,-0.57553977,-1.6786577,0.3117507,1.7997841,2.0829868,-2.2612565,-0.055912606,0.7018759,-0.04643967,0.9281871,-0.3999113,0.022426102,-1.0580953,0.54108137,-0.35089442,-0.86938727,-0.6981213,0.46704897,0.5832247,0.40470806,-1.6640961,0.89066255,0.5236,0.5236,0.0,0.0,-0.341784,0.050919037,0.8282094,1.3238386,-1.1156378,1.0,1.0,-2.5329090769567704,0.2203478180642841,-1.485711525760173,-9.77,-1.56,9.52,0.71157295,0.1136186,-0.6933648,-0.99323833,0.11609291
