t,step,pos_left_hip_yaw,pos_left_hip_roll,pos_left_hip_pitch,pos_left_knee,pos_left_ankle,pos_neck_pitch,pos_head_pitch,pos_head_yaw,pos_head_roll,pos_right_hip_yaw,pos_right_hip_roll,pos_right_hip_pitch,pos_right_knee,pos_right_ankle,vel_left_hip_yaw,vel_left_hip_roll,vel_left_hip_pitch,vel_left_knee,vel_left_ankle,vel_neck_pitch,vel_head_pitch,vel_head_yaw,vel_head_roll,vel_right_hip_yaw,vel_right_hip_roll,vel_right_hip_pitch,vel_right_knee,vel_right_ankle,action_left_hip_yaw,action_left_hip_roll,action_left_hip_pitch,action_left_knee,action_left_ankle,action_neck_pitch,action_head_pitch,action_head_yaw,action_head_roll,action_right_hip_yaw,action_right_hip_roll,action_right_hip_pitch,action_right_knee,action_right_ankle,target_left_hip_yaw,target_left_hip_roll,target_left_hip_pitch,target_left_knee,target_left_ankle,target_neck_pitch,target_head_pitch,target_head_yaw,target_head_roll,target_right_hip_yaw,target_right_hip_roll,target_right_hip_pitch,target_right_knee,target_right_ankle,cur_left_hip_yaw,cur_left_hip_roll,cur_left_hip_pitch,cur_left_knee,cur_left_ankle,cur_right_hip_yaw,cur_right_hip_roll,cur_right_hip_pitch,cur_right_knee,cur_right_ankle,pwm_left_hip_yaw,pwm_left_hip_roll,pwm_left_hip_pitch,pwm_left_knee,pwm_left_ankle,pwm_right_hip_yaw,pwm_right_hip_roll,pwm_right_hip_pitch,pwm_right_knee,pwm_right_ankle,tqen_left_hip_yaw,tqen_left_hip_roll,tqen_left_hip_pitch,tqen_left_knee,tqen_left_ankle,tqen_right_hip_yaw,tqen_right_hip_roll,tqen_right_hip_pitch,tqen_right_knee,tqen_right_ankle,contact_l,contact_r,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,proj_grav_x,proj_grav_y,proj_grav_z,phase_cos,phase_sin
5.6924,271,0.01840777,0.11811652,0.96180594,-1.9481556,0.48933986,0.5236,0.5236,0.0,0.0,-0.01994175,0.20401944,0.874369,1.4542137,-0.59978646,0.14388494,-0.43165484,-0.7194247,0.0,-1.630696,0.0,0.0,0.0,0.0,0.8393288,1.3908877,0.7913672,2.9496412,-2.446044,-0.04162375,0.01917427,0.6831096,-0.5762981,-0.7469534,0.13961466,-0.3488806,-0.14366698,-0.42269006,0.07935768,0.49671718,-0.13175017,0.059894532,0.4447695,-0.0135059375,0.025493568,1.0659775,-1.7133746,0.55766165,0.5236,0.5236,0.0,0.0,0.016139422,0.1137793,0.8985625,1.6149737,-0.6276076,-0.25286,0.00269,-0.41695,0.0,0.39005,-0.02152,-0.35508,-0.40619,-0.00269,-1.076,0.18757062146892656,1.0,-1.0,1.0,0.8892655367231639,0.13898305084745763,-0.8790960451977401,0.004519774011299435,-1.0,-0.10508474576271186,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.7355117749518614,-0.6926775468852495,0.2552544031041707,-1.24,-2.93,6.05,0.02346531,0.06223408,-0.99778575,0.9730449,0.23061587
5.7100,272,0.0,0.093572825,1.0062914,-1.9588934,0.49087384,0.5236,0.5236,0.0,0.0,-0.0046019424,0.19328158,0.89584476,1.523243,-0.61972827,-0.1918466,-0.551559,0.0959233,0.04796165,-1.8944851,0.0,0.0,0.0,0.0,1.1510795,0.69544387,1.223022,3.3812962,-2.7098331,-0.015649654,0.071698576,0.6850644,-0.5005769,-0.8092098,0.1512671,-0.32324308,-0.120069444,-0.54028565,0.14872351,0.3142724,-0.13388011,0.08129307,0.6098407,-0.007012414,0.038624644,1.0664661,-1.6944443,0.54209757,0.5236,0.5236,0.0,0.0,0.03348088,0.0681681,0.89803,1.6203233,-0.58633983,0.00538,0.48419999999999996,-0.09684000000000001,0.16678,0.25017,-0.2959,-0.84197,0.04573,0.81507,-0.059179999999999996,0.37175141242937854,0.559322033898305,-1.0,-1.0,1.0,-1.0,-1.0,0.0576271186440678,0.8101694915254237,1.0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.7955074679891665,-0.8290313946973066,0.3534291735288517,0.94,-1.3,9.58,0.009179804,0.027539412,-0.9995786,0.89363265,0.4487992
5.7322,273,-0.012271847,0.070563115,1.0523108,-1.9665633,0.52308744,0.5236,0.5236,0.0,0.0,0.016873788,0.19328158,0.9111846,1.5815341,-0.6289321,-0.6235014,-0.7913672,1.2709837,0.0,-1.2949644,0.0,0.0,0.0,0.0,1.1750604,0.0,1.4628303,3.549162,-2.1582742,-0.1530999,0.24694195,0.61106515,-0.121038884,-1.2023064,0.16813032,-0.21933253,-0.050397575,-0.5963184,0.16094857,0.1397838,-0.069267504,0.04664371,0.6922211,-0.041374974,0.08243549,1.0479662,-1.5995598,0.44569758,0.5236,0.5236,0.0,0.0,0.036537144,0.024545949,0.91418314,1.611661,-0.5657447,-0.09953000000000001,0.0,-0.04573,0.09684000000000001,-0.00538,-0.0538,-1.3853499999999999,-0.30934999999999996,0.03497,-0.12643,0.0022598870056497176,0.09152542372881356,-0.21468926553672316,1.0,-1.0,-0.45084745762711864,-0.8158192090395481,-1.0,-0.5672316384180791,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.6133387273122584,-1.373355955163038,0.9512044423369095,3.45,4.96,13.43,-0.015303366,-0.011222468,-0.99981993,0.76604444,0.64278764
5.7520,274,-0.015339808,0.070563115,1.0691847,-1.9726993,0.5445632,0.5236,0.5236,0.0,0.0,0.035281558,0.17027187,0.92345643,1.6229516,-0.6227962,-0.69544387,-0.8872905,1.7506001,-0.21582742,-0.1918466,0.0,0.0,0.0,0.0,1.0311754,-0.35971236,1.223022,3.3093536,-1.3429261,-0.13125366,0.23704997,0.51246613,0.09365508,-1.2791823,0.116992936,-0.16668114,-0.092904165,-0.713677,0.15385456,-0.0040055886,-0.037250806,-0.00049784826,0.66526705,-0.035913415,0.07996249,1.0233165,-1.5458863,0.42460445,0.5236,0.5236,0.0,0.0,0.03476364,-0.011401397,0.9221873,1.5998756,-0.57248324,0.47075,-0.01883,0.01345,0.05111,-0.11298,-0.00807,-0.09684000000000001,0.0,0.78279,-0.01883,0.15932203389830507,-1.0,1.0,1.0,-1.0,-0.023728813559322035,-1.0,0.7367231638418079,0.8519774011299435,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.7308566242726254,-0.8475755179997462,0.004363323129985824,0.59,-2.0,13.13,-0.040796433,-0.03671679,-0.99849266,0.5971586,0.8021232
5.7842,275,-0.027611654,0.084368944,1.0645827,-1.9773012,0.54763114,0.5236,0.5236,0.0,0.0,0.03834952,0.1441942,0.9295924,1.6260196,-0.6166603,-0.57553977,-0.6474822,1.5347728,-0.3117507,0.4796165,0.0,0.0,0.0,0.0,0.8872905,-0.5035973,0.91127133,2.7098331,-0.57553977,-0.11910088,0.114894144,0.38424498,0.2844528,-1.3143691,0.035849057,-0.122058384,-0.06742772,-0.7858421,0.21052219,-0.13297704,0.029340662,0.0389477,0.6486124,-0.03287522,0.04942354,0.99126124,-1.4981868,0.41580775,0.5236,0.5236,0.0,0.0,0.048930548,-0.04364426,0.9388352,1.6097369,-0.5766469,-0.7881699999999999,0.35777,0.29052,0.07263,-0.22865,0.27169,-0.6805699999999999,-0.01883,0.33087,0.03497,-0.47796610169491527,-0.03728813559322034,1.0,1.0,-1.0,0.03728813559322034,-1.0,0.3954802259887006,1.0,0.7932203389830509,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.031634092692397225,-0.210530341021816,-0.9392053037294485,0.39,1.18,12.23,-0.04998905,-0.044888124,-0.99774057,0.39607978,0.9182161
5.8020,276,-0.035281558,0.09664079,1.0415729,-1.9849712,0.49700978,0.5236,0.5236,0.0,0.0,0.04141748,0.06902914,0.93112636,1.6214176,-0.59518456,-0.3836932,0.11990412,0.3117507,-0.28776988,0.23980825,0.0,0.0,0.0,0.0,0.4796165,-1.3189453,0.4796165,1.1510795,0.21582742,-0.109360114,0.067955315,0.21885963,0.5163971,-1.572434,0.21952996,0.028722787,0.09915212,-0.83852,0.18403797,-0.27996862,0.24855444,0.02875706,0.55055916,-0.030440029,0.03768883,0.94991493,-1.4402008,0.35129154,0.5236,0.5236,0.0,0.0,0.042309493,-0.08039215,0.99363863,1.6071893,-0.60116017,-0.4304,0.15871000000000002,0.09415,0.11567,-0.024210000000000002,-0.65636,-0.5971799999999999,0.03497,-0.00807,0.11028999999999999,-0.2384180790960452,1.0,1.0,1.0,-1.0,0.0384180790960452,-1.0,1.0,-0.8553672316384181,0.34576271186440677,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.3537210010781018,-0.11562806294462433,-0.5606870222031783,1.04,-0.53,10.7,-0.04489616,-0.010203673,-0.9989395,0.17364818,0.9848077
5.8202,277,-0.030679615,0.09203885,1.0231652,-1.9880391,0.45866024,0.5236,0.5236,0.0,0.0,0.049087387,0.030679615,0.9341943,1.6214176,-0.5921166,-0.33573154,0.28776988,-0.21582742,-0.23980825,-0.57553977,0.0,0.0,0.0,0.0,0.28776988,-1.7506001,0.26378906,0.43165484,0.3836932,-0.044233955,-0.19123963,0.13375531,0.77489865,-1.5020974,0.24400291,0.18250033,0.16362351,-0.8249811,0.11155255,-0.32791686,0.3526952,0.07951623,0.5798491,-0.014158489,-0.027109906,0.9286388,-1.3755754,0.36887568,0.5236,0.5236,0.0,0.0,0.024188139,-0.09237921,1.0196738,1.6198791,-0.59383774,0.0,0.7774099999999999,0.08877,0.024210000000000002,0.0,0.16678,-0.57566,0.01614,0.12104999999999999,0.0269,-0.004519774011299435,0.34689265536723163,1.0,1.0,-1.0,0.3694915254237288,-1.0,1.0,0.4598870056497175,0.9830508474576272,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.1759155835311796,-0.04254240051736178,-0.358883327441334,0.33,0.52,9.75,-0.04591679,-0.0,-0.99894524,-0.05814483,0.9983082
5.8421,278,-0.030679615,0.07823302,0.98481566,-1.9941751,0.41724277,0.5236,0.5236,0.0,0.0,0.047553405,-0.01840777,0.9526021,1.6214176,-0.59671855,-0.14388494,0.0959233,-0.7194247,-0.21582742,-1.366907,0.0,0.0,0.0,0.0,0.1918466,-2.0863316,0.1918466,0.04796165,0.33573154,0.04642672,-0.27656734,0.13121943,0.7232283,-1.4853938,0.33238313,0.26480362,0.19260538,-0.71038145,0.026852671,-0.28993905,0.605812,-0.07635451,0.68060035,0.00850668,-0.048441835,0.92800486,-1.388493,0.37305158,0.5236,0.5236,0.0,0.0,0.0030131678,-0.08288476,1.082953,1.5809114,-0.5686499,-0.12912,0.30666,0.2959,0.1076,0.04304,0.14257,-0.20713,0.00269,-0.04573,-0.55414,-0.43389830508474575,1.0,0.3096045197740113,1.0,-0.848587570621469,0.25310734463276835,-0.9209039548022598,0.9254237288135593,0.11751412429378531,0.09943502824858758,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.7559457322700439,-0.19634954084936207,-0.4166973589136462,2.27,-2.44,10.83,-0.051038664,0.02756088,-0.9983163,-0.28680325,0.9579895
5.8601,279,-0.015339808,0.050621364,0.9526021,-2.000311,0.39576703,0.5236,0.5236,0.0,0.0,0.0398835,-0.050621364,0.9832817,1.6244856,-0.59671855,0.04796165,-0.26378906,-1.0551562,-0.21582742,-1.7266194,0.0,0.0,0.0,0.0,0.0959233,-2.1342933,0.407674,0.023980824,0.1918466,0.28172195,-0.29825717,0.48562726,0.3736595,-1.0898594,0.38626942,0.26749974,0.16493317,-0.5387488,-0.054851685,-0.19872084,0.48052168,-0.19811417,0.8454977,0.06733049,-0.053864293,1.0166068,-1.4758852,0.46945158,0.5236,0.5236,0.0,0.0,-0.017412921,-0.06008021,1.0516305,1.5504714,-0.5274255,-0.7478199999999999,0.72361,-0.06994,0.03766,0.25555,0.08339,0.32011,0.0,0.03766,-0.040350000000000004,-0.5141242937853108,1.0,0.3333333333333333,1.0,0.4824858757062147,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.6283185307179586,-0.06654067773228381,-0.08399397025222712,0.29,-0.64,8.15,-0.052046943,0.033677436,-0.9980767,-0.5,0.8660254
5.8823,280,0.007669904,0.010737865,0.9280584,-2.0095148,0.38502917,0.5236,0.5236,0.0,0.0,0.023009712,-0.05675729,1.0262332,1.6091459,-0.58751464,0.35971236,-0.815348,-1.3908877,-0.28776988,-1.5347728,0.0,0.0,0.0,0.0,-0.0959233,-1.8225427,0.93525213,-0.023980824,0.023980824,0.30147624,0.035700202,0.84401155,-0.23050375,-0.9265653,0.4900888,0.18085517,0.080725074,-0.2935558,-0.035195295,-0.12358216,0.39449838,-0.5086366,1.1655972,0.07226906,0.02962505,1.1062028,-1.5722852,0.51275873,0.5236,0.5236,0.0,0.0,-0.012498824,-0.04129554,1.0301247,1.4728409,-0.4474007,-0.22596,0.30396999999999996,-0.00269,0.19368000000000002,0.01883,0.15871000000000002,0.37122,-0.46268,0.36852999999999997,-0.00269,-0.7898305084745763,0.6666666666666666,-1.0,1.0,1.0,0.35706214689265536,0.34915254237288135,0.43954802259887005,0.576271186440678,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.25089107997418486,-0.4919646829059017,0.5606870222031783,2.23,-1.89,7.91,-0.06020975,0.0479637,-0.9970327,-0.6862416,0.72737366
5.9021,281,0.046019424,-0.013805827,0.95567006,-2.0171847,0.3834952,0.5236,0.5236,0.0,0.0,0.0030679617,-0.044485442,1.0523108,1.5830681,-0.57370883,0.7434055,-1.1990412,-1.1750604,-0.33573154,-1.103118,0.0,0.0,0.0,0.0,-0.43165484,-1.223022,1.3908877,-0.26378906,0.11990412,0.07711666,0.6434844,0.8284913,-0.77140474,-0.47463962,0.49833485,0.19810443,-0.15911742,-0.18603216,0.03303967,0.115596555,0.35616133,-0.76182556,1.6546447,0.016179165,0.12602505,1.1023228,-1.6686852,0.60915875,0.5236,0.5236,0.0,0.0,0.0045599174,0.01849914,1.0205404,1.4095436,-0.3510007,0.2959,-0.01076,-0.50034,0.09415,0.00807,0.03766,-0.32818,-0.25555,0.81776,-0.01883,-0.5220338983050847,-1.0,-1.0,1.0,1.0,-0.09830508474576272,0.09378531073446328,-0.8790960451977401,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.6664976081053345,-0.7592182246175333,0.7799440094849661,2.18,0.12,9.01,-0.07242293,0.039781608,-0.99658036,-0.8354878,0.549509
5.9221,282,0.06749515,0.0030679617,1.0093594,-2.0233207,0.38963112,0.5236,0.5236,0.0,0.0,-0.0015339808,-0.027611654,1.0630487,1.5431846,-0.5491651,1.1270987,-1.1990412,-0.28776988,-0.35971236,-0.6235014,0.0,0.0,0.0,0.0,-0.5995206,-0.45563567,1.4628303,-0.7194247,0.3836932,-0.028997585,0.9783224,0.73918754,-0.92588514,-0.27615124,0.44245166,0.3150222,-0.23961443,-0.042056106,0.084023595,0.20297503,0.35163614,-0.84455323,1.8697941,-0.010349397,0.22242504,1.079997,-1.7650852,0.6753622,0.5236,0.5236,0.0,0.0,0.0173059,0.040343758,1.0194091,1.3888617,-0.27135146,0.10222,-0.6805699999999999,-0.20982,0.04304,0.01614,-0.01614,0.70747,-0.13988,0.01883,-0.048420000000000005,1.0,-1.0,-0.9954802259887006,1.0,1.0,-1.0,0.6497175141242938,-1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.7930339788749236,-0.8693921336496754,0.9315694882519735,2.6,-0.49,8.1,-0.08063572,0.032662567,-0.9962083,-0.9396926,0.34202015
5.9428,283,0.049087387,0.05982525,1.0691847,-2.0248547,0.42951462,0.5236,0.5236,0.0,0.0,0.0,0.009203885,1.0722525,1.4894954,-0.5154175,1.0551562,-0.3836932,1.0311754,-0.33573154,-0.023980824,0.0,0.0,0.0,0.0,-0.57553977,0.35971236,1.1750604,-1.366907,0.815348,0.02008491,0.9504745,1.0816615,-0.902682,-0.19297726,0.5724946,0.6123842,-0.13965537,-0.036068216,0.3302578,0.091959216,0.21692657,-1.1218628,2.0037823,0.0019212274,0.25831863,1.1656153,-1.7949705,0.6961557,0.5236,0.5236,0.0,0.0,0.07886445,0.012589804,0.98573166,1.3195343,-0.23785442,0.36315,-0.048420000000000005,1.0168199999999998,0.0,0.02152,-0.16140000000000002,-0.11567,-0.12104999999999999,0.31742000000000004,-0.00269,1.0,-1.0,0.16497175141242937,1.0,1.0,-0.49265536723163844,0.31186440677966104,-1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.31525009614147576,-1.155189798663747,0.04145156973486532,2.08,0.07,10.04,-0.11016572,0.02754143,-0.9935316,-0.99323833,0.11609291
5.9620,284,0.015339808,0.12271846,1.0845244,-2.0095148,0.5000777,0.5236,0.5236,0.0,0.0,0.010737865,0.033747576,1.0783885,1.438874,-0.4632622,0.45563567,0.7673864,1.8465234,-0.1918466,0.815348,0.0,0.0,0.0,0.0,-0.28776988,0.91127133,0.815348,-1.8944851,1.223022,-0.042184234,0.89348847,1.2494208,-0.8431567,-0.30452558,0.56075084,0.82016665,-0.07682351,-0.09519224,0.43705282,0.07975161,0.1414223,-1.2381066,2.1063848,-0.013646059,0.24407211,1.2075552,-1.7800893,0.6682686,0.5236,0.5236,0.0,0.0,0.1055632,0.009537903,0.9668556,1.2904733,-0.2122038,-0.11028999999999999,-0.18561,-0.01883,0.02152,0.00538,-0.5649,-0.23134,-0.03228,0.41426,-0.12104999999999999,0.1288135593220339,-1.0,-1.0,1.0,1.0,-0.9559322033898305,-1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.5094179754258449,-1.1660981064887113,-0.15162547876700738,3.25,0.52,7.0,-0.12145583,0.032660387,-0.99205935,-0.99323833,-0.11609291
5.9818,285,0.0030679617,0.19634955,1.115204,-1.9757673,0.5691069,0.5236,0.5236,0.0,0.0,0.04295146,0.035281558,1.0707186,1.3775147,-0.39423305,-0.3836932,2.0623507,1.8944851,0.26378906,1.918466,0.0,0.0,0.0,0.0,0.16786577,1.0791371,0.4796165,-2.3741016,1.8944851,0.016457535,0.6712205,1.1171305,-0.9365745,-0.41770875,0.49471733,0.93385834,-0.16435124,-0.20561312,0.33758846,-0.04072524,0.22846505,-1.2625564,1.9188428,0.0010143837,0.18850511,1.1744826,-1.8034437,0.6399728,0.5236,0.5236,0.0,0.0,0.08069711,-0.020581309,0.9886163,1.2843609,-0.2590893,-0.16409,0.44923,-0.30396999999999996,0.01345,-0.01883,-0.25555,-0.45999,-0.03497,0.20175,-0.00269,0.4011299435028249,0.7785310734463277,-0.8790960451977401,1.0,-0.3107344632768362,-0.7005649717514124,-0.9480225988700565,-1.0,0.8621468926553673,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.6719517620178169,0.02617993877991494,0.062177354602297986,2.04,-2.28,5.7,-0.13366227,0.051016133,-0.98971295,-0.9396926,-0.34202015
6.0022,286,-0.012271847,0.23316509,1.1658254,-1.9450877,0.6335341,0.5236,0.5236,0.0,0.0,0.08283496,0.032213595,1.0446409,1.3284273,-0.33133984,-0.8633097,2.7098331,1.7506001,0.7913672,2.7577949,0.0,0.0,0.0,0.0,0.7913672,0.8633097,0.04796165,-2.6139097,2.4700248,0.094904825,0.4931602,1.1267178,-0.93242425,-0.3597644,0.5721873,1.0038073,-0.16099823,-0.20699933,0.37457356,-0.048429094,0.14181298,-1.5062759,1.8687515,0.020626206,0.14399004,1.1768794,-1.8024061,0.65445894,0.5236,0.5236,0.0,0.0,0.08994339,-0.022507273,0.9669533,1.2234311,-0.2716121,-0.82852,0.10222,0.19906000000000001,-0.11835999999999999,-0.50572,0.85811,-0.47075,0.061869999999999994,0.00807,0.40081,0.1288135593220339,1.0,0.9966101694915255,1.0,-0.5706214689265536,-0.15706214689265538,-0.47344632768361583,0.5706214689265536,1.0,0.5050847457627119,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0275625971116615,0.4134248665661568,-0.28252517266658206,1.08,-0.46,8.02,-0.1255112,0.067347474,-0.9898037,-0.8354878,-0.549509
6.0221,287,-0.007669904,0.239301,1.1873012,-1.9420197,0.65194184,0.5236,0.5236,0.0,0.0,0.09203885,0.02147573,1.040039,1.2962137,-0.29299033,-0.7673864,2.4940057,1.6546768,1.1510795,2.9016798,0.0,0.0,0.0,0.0,1.1750604,0.35971236,-0.33573154,-2.5419674,2.8057563,0.1068789,0.36111835,1.1828275,-0.80166656,-0.46065608,0.65560776,1.059104,-0.09466255,-0.17849326,0.410593,-0.08491481,-0.056865267,-1.9181588,1.7857522,0.023619724,0.11097959,1.1909069,-1.7697167,0.629236,0.5236,0.5236,0.0,0.0,0.09894825,-0.0316287,0.9172837,1.1270311,-0.29236194,-0.23134,0.06456,0.01614,0.1076,0.0,-0.52724,-0.22326999999999997,-0.03497,0.43309,0.11298,0.24632768361581922,1.0,0.16045197740112993,1.0,1.0,-0.7457627118644068,0.04406779661016949,-1.0,1.0,0.8011299435028248,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.490074848890159,0.11890055529211369,-0.5803219762881145,3.47,-4.71,13.45,-0.12350522,0.08063564,-0.98906237,-0.6862416,-0.72737366
6.0422,288,0.010737865,0.22089323,1.1903691,-1.9481556,0.66574764,0.5236,0.5236,0.0,0.0,0.09664079,0.015339808,1.0415729,1.2624662,-0.28071848,-0.3117507,1.6546768,1.5587536,0.8872905,2.302159,0.0,0.0,0.0,0.0,1.1750604,-0.07194247,-0.5035973,-2.2541974,2.5419674,0.15362203,0.31769362,0.9988385,-0.5597422,-0.4996412,0.5842562,1.0636066,-0.102467656,-0.13371217,0.29911488,-0.10178781,-0.16324809,-2.2653012,1.4583987,0.035305507,0.100123405,1.1449096,-1.7092357,0.6194897,0.5236,0.5236,0.0,0.0,0.07107872,-0.035846952,0.890688,1.0336747,-0.3742003,0.17754,0.7854800000000001,-0.00538,0.01614,-0.11028999999999999,-0.3766,-0.1345,-0.00807,0.56759,0.01614,0.22824858757062147,0.9062146892655367,-0.9514124293785311,1.0,-1.0,-0.8112994350282486,-1.0,-1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.076649982324002,0.45814892864851153,-0.7384924397501007,-0.42,1.87,10.18,-0.11633955,0.11225746,-0.98684514,-0.5,-0.8660254
6.0621,289,0.01840777,0.18254371,1.1995729,-1.9527576,0.6688156,0.5236,0.5236,0.0,0.0,0.10277671,0.015339808,1.0431069,1.2149128,-0.2699806,0.0959233,0.3836932,1.1750604,0.43165484,1.5587536,0.0,0.0,0.0,0.0,0.8393288,-0.23980825,-0.35971236,-2.0143893,1.8465234,0.17906135,0.36629945,0.8703516,-0.18769373,-0.6116144,0.48137018,0.9558763,-0.019033587,-0.030979775,0.09141748,-0.17250413,-0.22285482,-2.336119,1.027332,0.041665338,0.11227486,1.112788,-1.6162235,0.5914964,0.5236,0.5236,0.0,0.0,0.01915437,-0.053526033,0.8757863,1.0159702,-0.4706003,-0.11835999999999999,0.47881999999999997,0.1076,0.08070000000000001,-0.01883,0.6590499999999999,-0.06725,-0.00538,0.30128,0.01076,-0.23728813559322035,0.6824858757062147,1.0,1.0,-1.0,0.9581920903954803,-1.0,-1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.3316125578789226,0.5475970528132209,-0.0545415391248228,0.63,-2.96,13.03,-0.113237835,0.11833863,-0.9864954,-0.28680325,-0.9579895
6.0820,290,0.03681554,0.14572817,1.1888351,-1.9573594,0.6718836,0.5236,0.5236,0.0,0.0,0.088970885,0.012271847,1.033903,1.1688933,-0.2638447,0.43165484,-0.6714631,0.551559,0.0,0.7913672,0.0,0.0,0.0,0.0,0.33573154,-0.21582742,-0.16786577,-1.9664276,1.103118,0.22127172,0.38557243,0.6537251,0.18602188,-0.7395067,0.36258525,0.7183066,0.06265703,-0.0091569275,-0.14351174,-0.21529585,-0.14100437,-2.1636965,0.5001095,0.05221793,0.11709311,1.0586313,-1.5227946,0.55952334,0.5236,0.5236,0.0,0.0,-0.039577935,-0.06422396,0.89624894,1.0590758,-0.5670003,0.27438,-0.15871000000000002,0.01076,0.029589999999999998,-0.0538,0.58911,-0.71823,-0.00538,0.07801000000000001,0.15871000000000002,-0.2994350282485876,-0.5525423728813559,1.0,1.0,-1.0,1.0,-0.4293785310734463,-1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.19525871006686563,0.47232972882096547,0.35015668118136234,0.97,-1.62,11.41,-0.09696032,0.120434925,-0.9879747,-0.05814483,-0.9983082
6.1022,291,0.044485442,0.14266022,1.1612234,-1.9573594,0.6795535,0.5236,0.5236,0.0,0.0,0.05522331,-0.0015339808,1.0246992,1.1274759,-0.25464082,0.5995206,-1.1750604,0.023980824,-0.14388494,0.43165484,0.0,0.0,0.0,0.0,-0.14388494,-0.1918466,-0.14388494,-2.1103125,0.6235014,0.28229278,0.36647815,0.3047752,0.57351977,-0.7513231,0.15992485,0.35320297,0.117484644,-0.047176022,-0.38084465,-0.003825739,0.10182213,-1.6029629,-0.05763258,0.067473195,0.11231954,0.9713938,-1.4263946,0.5565692,0.5236,0.5236,0.0,0.0,-0.098911166,-0.011356435,0.95695555,1.1554759,-0.66340035,0.05649,0.18292,0.39005,0.00269,-0.04304,0.50034,-0.62946,0.0,-0.24209999999999998,0.14526,-0.29265536723163843,0.24519774011299436,0.8610169491525423,1.0,-1.0,0.751412429378531,-0.5615819209039548,-1.0,0.5322033898305085,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.1407171709420428,0.5017821599483697,0.13308135546456762,-1.57,-0.61,9.61,-0.087738805,0.12242624,-0.9885918,0.17364818,-0.9848077
6.1220,292,0.05522331,0.13959225,1.1198059,-1.9604274,0.6826215,0.5236,0.5236,0.0,0.0,0.007669904,-0.013805827,1.0062914,1.1121361,-0.25157285,0.57553977,-1.0311754,-0.5275781,-0.14388494,0.26378906,0.0,0.0,0.0,0.0,-0.7673864,-0.3117507,-0.3117507,-2.0143893,0.43165484,0.19328573,0.33750254,-0.01571735,0.6821813,-0.9945961,-0.0058087315,0.026985683,0.11134729,-0.17728253,-0.45661938,0.4887563,0.37907243,-0.57878006,-0.34565717,0.045221433,0.105075635,0.8912707,-1.3987547,0.495751,0.5236,0.5236,0.0,0.0,-0.11785485,0.085043564,1.0262681,1.2518759,-0.7598004,-0.11298,0.22596,0.01883,0.00269,-0.01076,0.4035,0.01614,0.22596,-1.04103,0.00269,-0.07344632768361582,0.27570621468926554,1.0,1.0,-1.0,1.0,0.9480225988700565,0.40451977401129946,-0.4711864406779661,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.6959500392327389,0.11235557059713495,0.3556108350938446,1.06,-4.34,7.62,-0.08266055,0.13164458,-0.9878446,0.39607978,-0.9182161
