t,step,pos_left_hip_yaw,pos_left_hip_roll,pos_left_hip_pitch,pos_left_knee,pos_left_ankle,pos_neck_pitch,pos_head_pitch,pos_head_yaw,pos_head_roll,pos_right_hip_yaw,pos_right_hip_roll,pos_right_hip_pitch,pos_right_knee,pos_right_ankle,vel_left_hip_yaw,vel_left_hip_roll,vel_left_hip_pitch,vel_left_knee,vel_left_ankle,vel_neck_pitch,vel_head_pitch,vel_head_yaw,vel_head_roll,vel_right_hip_yaw,vel_right_hip_roll,vel_right_hip_pitch,vel_right_knee,vel_right_ankle,action_left_hip_yaw,action_left_hip_roll,action_left_hip_pitch,action_left_knee,action_left_ankle,action_neck_pitch,action_head_pitch,action_head_yaw,action_head_roll,action_right_hip_yaw,action_right_hip_roll,action_right_hip_pitch,action_right_knee,action_right_ankle,target_left_hip_yaw,target_left_hip_roll,target_left_hip_pitch,target_left_knee,target_left_ankle,target_neck_pitch,target_head_pitch,target_head_yaw,target_head_roll,target_right_hip_yaw,target_right_hip_roll,target_right_hip_pitch,target_right_knee,target_right_ankle,cur_left_hip_yaw,cur_left_hip_roll,cur_left_hip_pitch,cur_left_knee,cur_left_ankle,cur_right_hip_yaw,cur_right_hip_roll,cur_right_hip_pitch,cur_right_knee,cur_right_ankle,pwm_left_hip_yaw,pwm_left_hip_roll,pwm_left_hip_pitch,pwm_left_knee,pwm_left_ankle,pwm_right_hip_yaw,pwm_right_hip_roll,pwm_right_hip_pitch,pwm_right_knee,pwm_right_ankle,tqen_left_hip_yaw,tqen_left_hip_roll,tqen_left_hip_pitch,tqen_left_knee,tqen_left_ankle,tqen_right_hip_yaw,tqen_right_hip_roll,tqen_right_hip_pitch,tqen_right_knee,tqen_right_ankle,contact_l,contact_r,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,proj_grav_x,proj_grav_y,proj_grav_z,phase_cos,phase_sin
3.6061,172,0.27304858,0.16873789,0.8605632,-2.0447965,0.57064086,0.5236,0.5236,0.0,0.0,-0.2561748,0.13805827,0.3436117,1.759476,-0.92038846,1.7985618,-0.8633097,-0.5995206,0.0,-0.33573154,0.0,0.0,0.0,0.0,-0.5275781,-1.9904084,-0.45563567,-1.1750604,0.07194247,0.982369,1.0311083,0.1012791,-0.6347516,0.33485702,-0.6335395,0.30362236,0.06601857,-0.29573336,-1.21297,0.45779952,-1.6503268,-0.7289915,-0.46982652,0.24249226,0.27847707,0.92051977,-1.727988,0.8281143,0.5236,0.5236,0.0,0.0,-0.3069425,0.104049884,0.5189183,1.4177521,-0.8562566,0.22326999999999997,-0.01076,-0.68326,0.0,0.01076,0.23134,0.00538,0.13719,0.60256,0.0,0.3502824858757062,-1.0,-0.9231638418079096,1.0,1.0,0.2598870056497175,0.37401129943502825,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.9359328113819593,0.6763150851478027,0.13744467859455345,-9.77,-3.44,8.1,0.57033277,0.059175845,-0.8192794,-0.6862416,0.72737366
3.6259,173,0.2561748,0.17794177,0.88357294,-2.0447965,0.5783107,0.5236,0.5236,0.0,0.0,-0.27458256,0.13652429,0.3344078,1.7165245,-0.9004467,1.1510795,-0.815348,-0.16786577,0.0,-0.16786577,0.0,0.0,0.0,0.0,-0.91127133,-1.4148686,-0.4796165,-1.5107919,0.23980825,0.9968467,1.46577,-0.048900016,-1.1177253,0.22585955,-0.60212076,0.22330211,-0.12224154,-0.35740808,-1.1162524,0.44703782,-1.4941502,-0.9241353,-0.6184918,0.24611168,0.37487707,0.882975,-1.824388,0.80086493,0.5236,0.5236,0.0,0.0,-0.2827631,0.10135946,0.5579625,1.3689662,-0.89342296,0.061869999999999994,-0.06725,-0.01614,0.0,0.048420000000000005,0.18561,-0.6375299999999999,0.02152,0.06994,0.32549,0.6384180790960452,-1.0,-0.7378531073446327,1.0,1.0,0.9966101694915255,-0.0022598870056497176,0.5107344632768361,1.0,0.8180790960451978,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.6664976081053345,0.559596191420682,0.14180800172453928,-6.53,0.03,7.29,0.57436633,0.06325171,-0.8161511,-0.8354878,0.549509
3.6459,174,0.24850489,0.22396119,0.90811664,-2.0447965,0.59518456,0.5236,0.5236,0.0,0.0,-0.29912627,0.13038836,0.32366994,1.6674371,-0.875903,0.1918466,-0.14388494,0.43165484,0.0,0.023980824,0.0,0.0,0.0,0.0,-1.0551562,-0.7434055,-0.5035973,-1.8465234,0.551559,0.78426087,1.6258994,-0.5144888,-1.3614113,0.21613598,-0.5140902,0.12711088,-0.44823423,-0.43174684,-0.70858794,0.2377401,-1.2278311,-0.75078243,-0.5128472,0.19296522,0.42717487,0.78657496,-1.909653,0.798434,0.5236,0.5236,0.0,0.0,-0.1863631,0.049035024,0.62454224,1.4123044,-0.8670118,0.12104999999999999,-0.23671999999999999,0.1883,0.0,-0.01076,-0.55414,-0.29858999999999997,0.11567,0.538,0.40081,-0.03502824858757062,-1.0,1.0,1.0,1.0,0.384180790960452,-0.27796610169491526,1.0,1.0,0.6463276836158192,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.5290529295107811,-0.5519603759432067,0.3141592653589793,-4.82,-0.22,5.03,0.5684982,0.07144501,-0.8195763,-0.9396926,0.34202015
3.6800,175,0.2469709,0.2945243,0.8989127,-2.0432625,0.63660204,0.5236,0.5236,0.0,0.0,-0.29912627,0.12885438,0.31293207,1.6244856,-0.86669916,-0.23980825,0.93525213,0.69544387,0.0,0.4796165,0.0,0.0,0.0,0.0,-0.959233,-0.33573154,-0.5035973,-2.0863316,0.7913672,0.8968525,1.6455804,-0.82266843,-1.3449373,0.20435384,-0.2658401,0.23350841,-0.5191057,-0.47503498,-0.6046559,0.1707251,-0.9210322,-0.53573024,-0.6546871,0.22111313,0.4320951,0.69017494,-1.9055344,0.7954885,0.5236,0.5236,0.0,0.0,-0.15486398,0.032281276,0.70124197,1.4660674,-0.9024718,0.73437,-0.00269,0.00538,0.00269,0.00538,-0.7774099999999999,-0.024210000000000002,0.09684000000000001,0.6267699999999999,-0.00538,0.3807909604519774,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.9288135593220339,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.7624907169650227,-0.6032294227205401,-0.07090400086226964,-5.36,-1.75,5.51,0.5593316,0.083695605,-0.8247079,-0.99323833,0.11609291
3.7100,176,0.22396119,0.42951462,0.80380595,-2.0447965,0.6626797,0.5236,0.5236,0.0,0.0,-0.21782528,0.10277671,0.29145634,1.5539225,-0.8452234,-0.407674,2.9256606,-0.57553977,0.0,1.1510795,0.0,0.0,0.0,0.0,0.407674,-0.21582742,-0.5035973,-1.9904084,0.6474822,0.9882678,1.5866572,-1.0863409,-1.1600131,0.37839457,-0.039299455,0.40723893,-0.46086705,-0.3247592,-0.53171164,0.24473178,-0.47347325,-0.55482495,-0.4067074,0.24396695,0.4173643,0.6236148,-1.8593034,0.8389987,0.5236,0.5236,0.0,0.0,-0.13662791,0.050782945,0.797642,1.4612938,-0.8404769,0.01345,0.32011,0.13988,0.00269,0.061869999999999994,-0.09146,-0.55145,0.12104999999999999,0.65367,0.15064,-0.19322033898305085,0.021468926553672316,1.0,1.0,1.0,-0.5265536723163842,-0.4768361581920904,1.0,0.5220338983050847,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.0275625971116615,-0.3567016658763411,-0.7690357016600015,-5.93,0.41,9.23,0.5447343,0.117311694,-0.8303628,-0.99323833,-0.11609291
3.7258,177,0.23009712,0.45405832,0.75318456,-2.0463305,0.6826215,0.5236,0.5236,0.0,0.0,-0.1917476,0.084368944,0.28225246,1.5339808,-0.8406215,-0.33573154,2.973622,-1.4628303,0.0,1.0311754,0.0,0.0,0.0,0.0,1.1270987,-0.45563567,-0.5035973,-1.774581,0.5035973,1.1125789,1.5238903,-1.3688561,-0.87704366,0.51754993,0.08593968,0.5958841,-0.436445,-0.1633136,-0.55049115,0.40303993,-0.07901984,-0.7256265,-0.13051914,0.2750447,0.40167257,0.552986,-1.788561,0.8737875,0.5236,0.5236,0.0,0.0,-0.14132279,0.090359986,0.894042,1.4185934,-0.7714298,-0.11298,0.74244,-0.09415,0.00269,0.46806,-0.30666,-0.39543,0.12373999999999999,0.52724,0.14795,-0.04858757062146893,0.1694915254237288,0.5864406779661017,1.0,1.0,-1.0,0.7774011299435029,1.0,0.7491525423728813,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.473712387152712,-0.12544553998709243,-1.5827954654023577,-6.09,-1.92,7.68,0.53393984,0.16640955,-0.828985,-0.9396926,-0.34202015
3.7461,178,0.25924274,0.46172822,0.69182533,-2.0478644,0.73017484,0.5236,0.5236,0.0,0.0,-0.17333983,0.08283496,0.27458256,1.518641,-0.83295155,-0.04796165,2.4700248,-2.2781782,-0.023980824,0.959233,0.0,0.0,0.0,0.0,1.5347728,-0.6714631,-0.4796165,-1.486811,0.43165484,1.1058072,1.411242,-1.5985558,-0.5442553,0.51654714,0.12960705,0.5996055,-0.45582235,-0.13392411,-0.5052412,0.5258761,0.035116725,-0.8761741,0.06252791,0.2733518,0.3735105,0.49556106,-1.7053639,0.8735368,0.5236,0.5236,0.0,0.0,-0.1300103,0.12106903,0.9402792,1.3809565,-0.723168,0.06994,0.029589999999999998,0.25286,0.00269,0.00538,-0.19637000000000002,-0.07263,0.00807,0.7774099999999999,-0.00538,-0.09378531073446328,1.0,1.0,1.0,1.0,-0.4011299435028249,0.2271186440677966,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-1.1202832136238603,-0.47123889803846897,-1.7889624832941877,-6.99,-0.11,10.53,0.5203396,0.20711558,-0.8284623,-0.8354878,-0.549509
3.7659,179,0.28532043,0.45099035,0.6289321,-2.0478644,0.78079623,0.5236,0.5236,0.0,0.0,-0.16566992,0.09970875,0.26691267,1.4879614,-0.8084079,0.5035973,1.5347728,-2.7577949,-0.023980824,1.2470028,0.0,0.0,0.0,0.0,1.366907,-0.551559,-0.45563567,-1.2470028,0.45563567,1.0580678,1.3240165,-1.6283431,-0.2608875,0.49981645,-0.016641721,0.6842762,-0.43298832,0.036364656,-0.71756595,0.54727894,-0.16073917,-1.1149343,0.03778743,0.26141694,0.35170412,0.48811424,-1.634522,0.8693541,0.5236,0.5236,0.0,0.0,-0.18309149,0.12641974,0.8913152,1.3212664,-0.72935313,0.33894,0.04304,0.18023,0.00269,0.00807,-0.7478199999999999,0.18023,0.07532,0.33894,-0.00269,0.1016949152542373,1.0,1.0,1.0,1.0,-0.3344632768361582,-0.08700564971751412,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.5519603759432067,0.006544984694978735,-0.14180800172453928,-5.08,-4.64,7.94,0.51632303,0.22040668,-0.8275454,-0.6862416,-0.72737366
3.7858,180,0.29299033,0.42951462,0.5675729,-2.0463305,0.8375535,0.5236,0.5236,0.0,0.0,-0.159534,0.12271846,0.26077673,1.4496119,-0.76545644,0.8393288,0.5275781,-2.9496412,-0.023980824,1.9424467,0.0,0.0,0.0,0.0,0.959233,0.0,-0.43165484,-1.2470028,0.7673864,0.9486225,1.1941868,-1.5498666,0.014477778,0.3837354,-0.16288283,0.61490107,-0.34773833,0.06772724,-0.79077095,0.6012149,-0.41422832,-1.2530211,-0.012159295,0.23405564,0.3192467,0.50773335,-1.5656806,0.8403339,0.5236,0.5236,0.0,0.0,-0.20139274,0.13990372,0.82794297,1.2867447,-0.7418398,0.7774099999999999,0.62946,0.12643,0.00538,-0.30934999999999996,0.01076,-0.42233,0.00269,0.01076,0.16947,0.7627118644067796,0.47344632768361583,0.8824858757062147,1.0,0.6745762711864407,1.0,0.480225988700565,1.0,1.0,0.1615819209039548,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.2628902185816459,-0.0719948316447661,0.4057890510886816,-4.22,-5.62,5.74,0.51739055,0.22144724,-0.8266003,-0.5,-0.8660254
3.8058,181,0.28685442,0.4049709,0.5200195,-2.0463305,0.8651652,0.5236,0.5236,0.0,0.0,-0.17794177,0.14112623,0.25310683,1.4143302,-0.7317088,0.7913672,-0.28776988,-2.9496412,0.0,2.2302167,0.0,0.0,0.0,0.0,0.45563567,0.5275781,-0.35971236,-1.4148686,1.223022,1.0312049,1.1260304,-1.4583861,0.23671637,0.3053197,-0.3336161,0.63817143,-0.2128943,0.14134757,-1.0042604,0.6539,-0.5801123,-1.2681451,-0.1690547,0.25470123,0.30220762,0.5306035,-1.510121,0.82073,0.5236,0.5236,0.0,0.0,-0.2547651,0.15307501,0.78647196,1.2829638,-0.7810637,0.3766,0.024210000000000002,-0.68864,0.00269,-0.23940999999999998,0.13988,-0.13988,0.09684000000000001,0.63215,0.36584,0.480225988700565,1.0,0.14463276836158193,1.0,-0.9740112994350283,-0.06327683615819209,0.3581920903954802,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.05999569303730508,0.28252517266658206,0.9315694882519735,-5.19,-1.88,7.93,0.5236565,0.2133415,-0.8247844,-0.28680325,-0.9579895
3.8259,182,0.2699806,0.37889326,0.5123496,-2.0463305,0.874369,0.5236,0.5236,0.0,0.0,-0.20555343,0.159534,0.24083498,1.3805827,-0.720971,0.3117507,-0.815348,-2.5659482,0.0,2.0143893,0.0,0.0,0.0,0.0,-0.07194247,0.815348,-0.3836932,-1.6786577,1.486811,1.0785736,1.1132056,-1.3616899,0.50838387,0.2522617,-0.47458145,0.6070385,-0.05489672,0.2222234,-1.132279,0.89236253,-0.7289798,-0.9764633,-0.2984625,0.2665434,0.2990014,0.5547775,-1.4422041,0.80746543,0.5236,0.5236,0.0,0.0,-0.28676975,0.21269064,0.74925506,1.3558842,-0.81341565,-0.17754,0.5460699999999999,-0.00269,0.00269,-0.01883,0.19099000000000002,-0.34163,0.20444,0.6590499999999999,0.07532,0.15254237288135594,0.8101694915254237,-1.0,1.0,-1.0,0.8282485875706215,-0.1288135593220339,1.0,0.7717514124293785,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.22907446432425577,0.46796640569097964,1.4442599560253078,-5.76,-2.38,7.59,0.5366431,0.1979254,-0.82026815,-0.05814483,-0.9983082
3.8459,183,0.27304858,0.35434955,0.52308744,-2.0478644,0.877437,0.5236,0.5236,0.0,0.0,-0.24236897,0.17333983,0.22856314,1.356039,-0.722505,-0.0959233,-1.103118,-1.7506001,0.0,1.4148686,0.0,0.0,0.0,0.0,-0.6714631,0.8633097,-0.43165484,-1.6786577,1.2709837,0.95804197,0.9881402,-1.2314161,0.5713984,0.06913421,-0.4981583,0.35851207,-0.04268841,0.12992273,-0.9781015,1.211169,-0.72417325,-0.42505306,-0.1895174,0.2364105,0.26773506,0.58734596,-1.4264505,0.7616836,0.5236,0.5236,0.0,0.0,-0.24822538,0.29239225,0.7504567,1.4522842,-0.78617936,0.22057999999999997,0.01345,-0.39274000000000003,0.00269,-0.00269,-0.03766,0.52724,0.17485,0.024210000000000002,0.00807,0.022598870056497175,0.8564971751412429,-1.0,1.0,-1.0,0.2271186440677966,0.9864406779661017,1.0,0.31186440677966104,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.27052603405912107,-0.3261584039664403,1.0057459814617324,-4.42,-1.71,9.49,0.5387584,0.18264724,-0.82242286,0.17364818,-0.9848077
3.8660,184,0.27458256,0.3420777,0.5445632,-2.0478644,0.86823314,0.5236,0.5236,0.0,0.0,-0.27611655,0.20555343,0.21782528,1.365243,-0.7424467,-0.1918466,-1.103118,-0.69544387,0.0,0.7194247,0.0,0.0,0.0,0.0,-1.2470028,0.8633097,-0.5275781,-1.3429261,0.6235014,0.98385274,0.8523293,-1.0858858,0.5668867,-0.013688117,-0.46218118,0.27778357,-0.03144408,0.15067407,-0.8972988,1.4780629,-0.7324105,0.063850604,-0.20422997,0.2428632,0.23378232,0.6237286,-1.4275783,0.740978,0.5236,0.5236,0.0,0.0,-0.2280247,0.35911572,0.7483974,1.5486842,-0.7898575,0.32549,0.00807,-0.24478999999999998,0.00269,-0.00807,-0.86887,0.42502,0.09146,-0.42233,-0.22326999999999997,0.5141242937853108,1.0,-1.0,1.0,-1.0,0.04406779661016949,0.7480225988700565,1.0,-1.0,0.6124293785310735,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.47123889803846897,-0.5159629601208237,0.595593607243065,-1.45,-3.78,6.39,0.5337574,0.16839382,-0.82870173,0.39607978,-0.9182161
3.8858,185,0.26844662,0.32213596,0.5752428,-2.0478644,0.8528933,0.5236,0.5236,0.0,0.0,-0.27458256,0.25770876,0.2162913,1.4081944,-0.7501166,-0.16786577,-1.0071946,0.23980825,0.0,0.11990412,0.0,0.0,0.0,0.0,-1.366907,1.1510795,-0.5275781,-0.57553977,0.0,0.9321753,0.70228666,-0.87702066,0.4361218,-0.097439386,-0.45491505,0.18666236,0.018557254,0.165875,-0.84984404,1.5954341,-0.8486058,0.382802,-0.21377452,0.22994383,0.19627166,0.67594486,-1.4602696,0.7200402,0.5236,0.5236,0.0,0.0,-0.21616101,0.38845852,0.71934855,1.6450843,-0.7922436,0.33894,0.45999,-0.00538,0.00269,-0.00269,-0.01883,0.21788999999999997,0.00269,-0.25286,0.00538,0.015819209039548022,0.8655367231638418,-0.8180790960451978,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.8432121948697604,-0.5835944686356039,0.46360308256099375,-2.41,0.0,6.47,0.52566737,0.15208627,-0.8369849,0.5971586,-0.8021232
3.9058,186,0.2638447,0.28992236,0.6074564,-2.0478644,0.83295155,0.5236,0.5236,0.0,0.0,-0.2561748,0.32366994,0.23316509,1.4741555,-0.76392245,-0.07194247,-1.0311754,0.8872905,0.0,-0.28776988,0.0,0.0,0.0,0.0,-0.9832138,1.7266194,-0.3117507,0.57553977,-0.407674,1.0335467,0.58577216,-0.65219104,0.33628786,0.028473452,-0.49336705,0.26700124,0.20346595,0.25302866,-0.9882809,1.6423132,-1.1590645,0.58014554,-0.37549853,0.25528666,0.16714305,0.7321522,-1.4852281,0.75151837,0.5236,0.5236,0.0,0.0,-0.2507702,0.4001783,0.6417339,1.7414843,-0.8326746,0.10491,0.29320999999999997,-0.41964,0.00269,-0.00269,-0.13988,0.01883,0.00538,-0.06725,0.17485,0.4711864406779661,1.0,-0.8531073446327684,1.0,-1.0,-0.4090395480225989,0.7819209039548023,1.0,-1.0,0.26101694915254237,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.361356816555577,0.17998707911191522,0.607592745850526,-1.93,-2.13,6.36,0.52566737,0.12758917,-0.84106773,0.76604444,-0.64278764
3.9258,187,0.25770876,0.25770876,0.64887387,-2.0478644,0.800738,0.5236,0.5236,0.0,0.0,-0.24083498,0.37735927,0.27765054,1.5493206,-0.7761943,-0.1918466,-1.1510795,1.2949644,0.0,-0.7194247,0.0,0.0,0.0,0.0,-0.21582742,2.3741016,0.21582742,1.8705043,-0.5995206,1.104647,0.4715791,-0.39366412,0.26170814,0.029641822,-0.5492914,0.25707152,0.4815909,0.25363073,-1.1262096,1.7200643,-1.4482632,0.6952862,-0.7271532,0.27306175,0.13859478,0.796784,-1.503873,0.7518105,0.5236,0.5236,0.0,0.0,-0.2852524,0.41961607,0.5694342,1.7738216,-0.92058825,0.22326999999999997,0.5084099999999999,0.0,0.00269,0.26631,0.57028,-0.52724,0.0,-0.01076,0.6725,0.25649717514124293,0.5796610169491525,-1.0,1.0,-1.0,0.3073446327683616,0.08700564971751412,1.0,-1.0,0.8429378531073446,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0125827937059615,0.8083056098298739,0.5781403147231217,-7.49,-1.95,7.91,0.53862834,0.09181164,-0.8375262,0.89363265,-0.4487992
3.9458,188,0.2638447,0.22396119,0.70102924,-2.0386605,0.7746603,0.5236,0.5236,0.0,0.0,-0.25157285,0.41264084,0.3344078,1.6260196,-0.79460204,-0.14388494,-1.4148686,1.7026385,0.0,-1.0071946,0.0,0.0,0.0,0.0,0.26378906,2.6139097,1.0551562,2.877699,-0.6235014,0.8195317,0.27159747,-0.17831133,0.2555041,-0.17806444,-0.4936009,0.10752509,0.440639,0.06182294,-1.0114435,1.621454,-1.6434876,0.9346092,-0.7808947,0.20178293,0.08859937,0.8506222,-1.505424,0.69988394,0.5236,0.5236,0.0,0.0,-0.25656086,0.3949635,0.5206281,1.8336523,-0.9340237,-0.25824,0.43309,-0.00269,0.00269,0.26362,0.40081,-0.4573,0.0,0.16409,0.71285,-0.08135593220338982,0.6768361581920904,-1.0,1.0,-0.41129943502824856,0.8271186440677966,0.24519774011299436,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.2427480888127134,0.025089107997418484,0.9588402578143848,-6.37,0.12,9.74,0.544665,0.04589873,-0.83739686,0.9730449,-0.23061587
3.9658,189,0.27458256,0.19634955,0.7562525,-2.0355926,0.75318456,0.5236,0.5236,0.0,0.0,-0.2791845,0.43565056,0.38196123,1.7042526,-0.8360195,0.0,-1.5347728,2.0383701,0.11990412,-1.223022,0.0,0.0,0.0,0.0,0.0959233,2.3741016,1.8225427,3.4772196,-0.8393288,0.41459638,0.11393749,-0.063780524,0.027417842,-0.5755427,-0.43528837,-0.035555363,0.26885,-0.223337,-0.7397722,1.3179301,-1.4724739,0.89176524,-0.7289472,0.10538293,0.049184375,0.8792549,-1.5624456,0.6034839,0.5236,0.5236,0.0,0.0,-0.18864305,0.31908253,0.56338155,1.8229413,-0.9210368,0.80431,0.76127,-0.00269,0.00807,0.0,-1.0248899999999999,-0.16409,0.00269,0.14257,0.00269,0.4519774011299435,0.9559322033898305,-1.0,1.0,-1.0,-0.17062146892655367,-1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.8642298072864432,-1.1137382289288815,1.0461067204141012,-4.77,-1.85,9.76,0.5309139,0.0030629649,-0.8474203,1.0,0.0
3.9858,190,0.25003886,0.16413595,0.8084079,-2.0401945,0.72710687,0.5236,0.5236,0.0,0.0,-0.28532043,0.43565056,0.42644665,1.7824857,-0.874369,0.023980824,-1.5587536,2.3741016,0.14388494,-1.2949644,0.0,0.0,0.0,0.0,-0.33573154,1.7026385,2.302159,3.7410085,-1.223022,0.31738323,0.18603088,0.0021306546,-0.18702929,-0.69823945,-0.49212503,-0.057956867,0.15578105,-0.3858427,-0.510943,1.0040224,-1.2562156,0.6428162,-0.6672303,0.07624581,0.067207724,0.8957327,-1.6160574,0.5698402,0.5236,0.5236,0.0,0.0,-0.13143575,0.2406056,0.6174461,1.760704,-0.9056076,0.71823,0.8365900000000001,-0.00269,0.07263,-0.00269,-0.07263,-0.02152,0.00269,0.17216,-0.10491,1.0,0.9661016949152542,-0.9378531073446328,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8124293785310734,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.8249598991165707,-1.050470043544087,0.7035858547102141,-4.32,-1.76,9.95,0.51148075,-0.034711268,-0.85859334,0.9730449,0.23061587
4.0085,191,0.19634955,0.13959225,0.8528933,-2.0432625,0.6933593,0.5236,0.5236,0.0,0.0,-0.2638447,0.44332045,0.45252433,1.834641,-0.87283504,-0.407674,-1.486811,2.4700248,0.0959233,-1.2709837,0.0,0.0,0.0,0.0,-0.45563567,1.0071946,2.2541974,3.7170277,-1.366907,0.35524172,0.34585282,0.009985331,-0.16036566,-0.73503584,-0.61466926,0.055224188,0.23704293,-0.382754,-0.38766667,0.7182848,-1.1163614,0.49028456,-0.6685611,0.08571043,0.107163206,0.8976964,-1.6093915,0.56064105,0.5236,0.5236,0.0,0.0,-0.10061667,0.1691712,0.6524097,1.7225711,-0.9059403,0.43309,0.024210000000000002,-0.01614,0.01614,-0.00269,-0.73975,-0.08339,0.00269,1.31003,0.040350000000000004,1.0,1.0,-0.7141242937853107,1.0,-1.0,-0.888135593220339,-1.0,1.0,0.6757062146892655,0.7864406779661017,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.4693490640227262,-0.15489797111449674,0.15380714033200027,-6.59,0.88,10.56,0.50412995,-0.06327137,-0.86130697,0.89363265,0.4487992
4.0282,192,0.14726216,0.13345633,0.88050497,-2.0447965,0.65194184,0.5236,0.5236,0.0,0.0,-0.23009712,0.45252433,0.45252433,1.834641,-0.86669916,-1.1510795,-1.2470028,2.32614,-0.04796165,-1.366907,0.0,0.0,0.0,0.0,0.023980824,0.57553977,1.8225427,3.1175072,-1.103118,0.4119547,0.39518306,-0.038155094,0.07696356,-0.7858425,-0.6917492,0.1298405,0.3161263,-0.38248688,-0.42178258,0.5154351,-1.074351,0.46074584,-0.6435405,0.099888675,0.119495764,0.88566124,-1.5500592,0.5479394,0.5236,0.5236,0.0,0.0,-0.10914565,0.11845878,0.66291225,1.7151865,-0.89968514,-0.18561,-0.01883,0.11835999999999999,0.00269,-0.00269,-0.71016,-0.12104999999999999,0.00807,0.11567,0.11298,0.7887005649717514,-1.0,0.12203389830508475,1.0,-1.0,-0.8779661016949153,-1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.3929909092479742,0.45487643630102215,0.3425208657038871,-8.03,5.49,8.93,0.50925076,-0.08674613,-0.85623527,0.76604444,0.64278764
4.0486,193,0.12118448,0.13805827,0.89737874,-2.0447965,0.59978646,0.5236,0.5236,0.0,0.0,-0.18254371,0.44945636,0.44332045,1.8193012,-0.85902923,-1.7985618,-0.8633097,1.9424467,-0.0959233,-1.7026385,0.0,0.0,0.0,0.0,0.8633097,0.3836932,1.103118,1.9904084,-0.45563567,0.5925733,0.41581625,-0.2075668,0.26040962,-0.83546066,-0.70209056,0.15112346,0.5048975,-0.26883584,-0.41487598,0.272792,-1.008573,0.5240413,-0.63103503,0.14504333,0.12465406,0.8433083,-1.5041976,0.53553486,0.5236,0.5236,0.0,0.0,-0.107419,0.057798002,0.67935675,1.7310103,-0.89655876,-0.74513,-0.08339,0.12912,0.00269,0.00269,0.25286,-0.84466,0.1076,0.00269,0.07263,-0.6180790960451977,-0.5728813559322034,1.0,1.0,-0.7231638418079096,0.536723163841808,-1.0,1.0,1.0,0.9581920903954803,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.2203478180642841,0.7733990247899872,-0.940296134511945,-7.05,-1.82,11.63,0.5223388,-0.09181737,-0.8477804,0.5971586,0.8021232
4.0683,194,0.11658254,0.14266022,0.89584476,-2.0447965,0.56143695,0.5236,0.5236,0.0,0.0,-0.14572817,0.400369,0.4310486,1.8070294,-0.8513593,-1.774581,-0.3836932,1.366907,-0.07194247,-1.9904084,0.0,0.0,0.0,0.0,1.5587536,-0.023980824,0.28776988,0.69544387,0.07194247,0.7393842,0.29379636,-0.23693515,0.33075842,-0.7003422,-0.61348957,0.15372857,0.5235609,-0.2298803,-0.41504213,0.14458224,-0.9139526,0.41277775,-0.4677421,0.18174605,0.09414909,0.8359662,-1.4866104,0.5693145,0.5236,0.5236,0.0,0.0,-0.107460536,0.02574556,0.7030119,1.7031945,-0.85573554,-0.80431,0.22057999999999997,0.03766,0.00269,0.00807,-0.19099000000000002,-0.48957999999999996,0.11567,0.0,0.08339,-0.1672316384180791,0.15706214689265538,1.0,1.0,-1.0,-0.3694915254237288,-1.0,1.0,0.2271186440677966,1.0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,-0.09926560120717749,0.6763150851478027,-1.7311484518218754,-3.4,2.02,8.5,0.53695005,-0.07656132,-0.8401328,0.39607978,0.9182161
